iso_code,country,year,co2_per_capita,co2_growth_rate,coal_share,renewables_share,anomaly_score,is_anomaly
ARE,United Arab Emirates,2008,24.598,15.60516916101802,0.8862800748242275,6.95284783590273,-0.03600998359841023,1
ARE,United Arab Emirates,2024,20.131,5.495069502197936,1.944699713498027,3.450186496567383,-0.00594674465474665,1
AUS,Australia,2008,18.918,1.3494745497573346,50.630381493968265,3.800593154727309,-0.0075110383825646165,1
AZE,Azerbaijan,1995,4.315,-20.588866372630832,0.0450328739980185,0.3032213515866573,-0.002350748959481841,1
BHR,Bahrain,1990,22.327,1.9077901430842648,12.571496770996148,1.4210854715202004e-14,-0.09140380454773966,1
BHR,Bahrain,1991,21.3,-1.4355315816947931,12.571496770996148,1.4210854715202004e-14,-0.09306590907707002,1
BHR,Bahrain,1992,18.99,-8.182540383087666,12.571496770996148,0.0,-0.08404681957904347,1
BHR,Bahrain,1993,29.758,61.00749855796965,12.571496770996148,1.4210854715202004e-14,-0.17252484483384034,1
BHR,Bahrain,1994,24.832,-14.306185813231432,12.571496770996148,0.0069676700111358,-0.10390500433743421,1
BHR,Bahrain,1995,24.854,2.7313266443701245,12.571496770996148,0.0,-0.08204827966394646,1
BHR,Bahrain,1996,26.195,8.125339120998376,12.571496770996148,0.0,-0.10091482974331734,1
BHR,Bahrain,1997,27.597,8.02283276878686,12.571496770996148,0.0,-0.11246898137220018,1
BHR,Bahrain,1998,28.583,6.126241217118622,12.571496770996148,0.0,-0.10314447038815788,1
BHR,Bahrain,1999,27.885,-0.1203764499890458,12.571496770996148,0.0,-0.08830987590579076,1
BHR,Bahrain,2000,28.673,5.176947518352137,12.571496770996148,0.0,-0.08723880187288513,1
BHR,Bahrain,2001,28.115,2.500130215115348,12.571496770996148,0.0,-0.07866901653854941,1
BHR,Bahrain,2002,26.737,2.200315056659385,12.571496770996148,0.0,-0.09031347449189964,1
BHR,Bahrain,2003,25.856,4.295942720763724,12.571496770996148,0.0,-0.05914868358820813,1
BHR,Bahrain,2004,24.331,1.0869565217391353,12.571496770996148,0.0,-0.051963187734262895,1
BHR,Bahrain,2005,26.256,15.482927749481211,12.571496770996148,0.0040837995671125,-0.06860747217789154,1
BHR,Bahrain,2006,24.166,-1.8417936047698704,12.571496770996148,1.4210854715202004e-14,-0.03299723727620174,1
BHR,Bahrain,2007,25.18,10.775503411549336,12.571496770996148,0.0,-0.04502732103404283,1
BHR,Bahrain,2008,26.344,10.887853977315398,12.571496770996148,0.0,-0.08953501238450168,1
BHR,Bahrain,2009,23.773,-4.697713801862813,12.571496770996148,1.0377425545525654,-0.01535954462091127,1
BHR,Bahrain,2013,24.839,14.800382324829052,12.571496770996148,2.183937491994385,-0.018427872999913775,1
BHR,Bahrain,2016,22.129,-2.7243934688355176,12.571496770996148,2.373952900268705,-0.01735430455178133,1
BHR,Bahrain,2019,25.319,15.040675270658754,12.571496770996148,1.5737983836665137,-0.04415790331895464,1
BHR,Bahrain,2020,25.238,-0.4971288813270913,12.571496770996148,1.8434903417136468,-0.02750995648902521,1
BHR,Bahrain,2022,24.668,4.307183234523637,12.571496770996148,1.3218071747693472,-0.0022512688480709198,1
BHR,Bahrain,2023,24.71,2.5378697755571444,12.571496770996148,1.296826256219859,-0.020341690953308178,1
BHR,Bahrain,2024,24.27,0.556887616985069,12.571496770996148,1.1409378765736022,-0.01934596723914872,1
BIH,Bosnia and Herzegovina,1997,2.082,97.31132075471696,74.62347597418122,0.9442983504661696,-0.049515754208885654,1
BIH,Bosnia and Herzegovina,2016,6.258,17.735644637053085,74.33054200791386,1.4815496457163988,-0.0064912236425120895,1
BIH,Bosnia and Herzegovina,2023,6.242,-4.15561876295617,72.3756350284191,1.9264624515869289,-0.004006254231375239,1
BRN,Brunei,1991,25.994,36.27470553004591,12.571496770996148,17.60914151772633,-0.021317893136097332,1
BRN,Brunei,2008,24.26,13.482728735916805,12.571496770996148,6.731398647174345,-0.0002785073080093792,1
BRN,Brunei,2020,24.937,16.656210790464243,19.10907950165815,2.5634131038809755,-0.011326282296164059,1
BRN,Brunei,2023,27.241,2.173735392661591,23.842277853315203,1.711589218587534,-0.046190847898444076,1
BRN,Brunei,2024,26.046,-3.607134287770941,24.91702621971457,1.5682044473946206,-0.04500067981227329,1
BTN,Bhutan,2008,0.942,62.72040302267001,52.1671826625387,13.777089783281724,-0.058710180262730005,1
BTN,Bhutan,2016,2.086,8.786610878661104,39.35897435897436,29.935897435897445,-0.007603021179399927,1
BTN,Bhutan,2020,1.576,-22.42811501597444,40.0329489291598,26.60626029654037,-0.021846311355130155,1
