year,prophet_co2,prophet_lower,prophet_upper,lstm_co2,lstm_lower,lstm_upper,arima_co2,arima_lower,arima_upper,forecast_co2,forecast_co2_lower,forecast_co2_upper,model_used,iso_code,country,forecast_temp_anomaly,forecast_temp_lower,forecast_temp_upper,last_historical_year,last_co2,last_co2_per_capita
2029,17.246872911251593,16.408804151728464,18.12590928783175,14.873753648391698,13.757140220395062,15.990367076388335,14.092146312220203,11.126099069227479,17.058193555212927,15.864911445778771,14.425211898269868,17.32509480181619,Prophet+LSTM+ARIMA,SEN,Senegal,0.48601104881494706,0.3143609013188334,0.6530325345002317,2024,14.092,0.762
2030,17.808541977065314,16.970355078965955,18.712219394749617,14.934382351001432,13.817768923004795,16.050995778998068,14.092146312220294,10.8414221704938,17.342870453946787,16.160903154338087,14.649975312857627,17.704576255611023,Prophet+LSTM+ARIMA,SEN,Senegal,0.511690773872742,0.35608454141698903,0.6763601279491342,2024,14.092,0.762
2031,18.37021104287904,17.52161879587418,19.240389177146135,14.9914871888314,13.874873760834763,16.108100616828036,14.092146312220295,10.579742769975537,17.604549854465052,16.456013896702444,14.874463530639666,18.04835720639634,Prophet+LSTM+ARIMA,SEN,Senegal,0.5373704989305369,0.38032067456481233,0.6979752691872981,2024,14.092,0.762
2032,18.93188010869276,17.983304180351052,19.893525988475663,15.016843065397666,13.90022963740103,16.133456493394302,14.092146312220295,10.336250967359891,17.8480416570807,16.74318739875087,15.050772241365756,18.44213753185658,Prophet+LSTM+ARIMA,SEN,Senegal,0.5630502239883317,0.40246216893536096,0.7309589202957162,2024,14.092,0.762
2033,19.49508799386488,18.52708413473509,20.487527100114573,15.029160379369216,13.91254695137258,16.145773807365853,14.092146312220295,10.107611077150263,18.076681547290328,17.027870669829817,15.268581574498256,18.799377388721332,Prophet+LSTM+ARIMA,SEN,Senegal,0.5888003044572439,0.4337913702025986,0.7497248864369677,2024,14.092,0.762
2034,20.056757059678596,19.034056651259167,21.131986562523203,15.042338284043012,13.925724856046376,16.15895171203965,14.092146312220295,9.891397303116666,18.292895321323925,17.311999678905124,15.471308865420344,19.178955039602496,Prophet+LSTM+ARIMA,SEN,Senegal,0.6144800295150387,0.45013785872180284,0.7791470849533273,2024,14.092,0.762
2025,51.58877410629245,45.186003716520545,58.57179180275104,49.34594642444023,47.34497681184181,51.346916037038646,52.7716184186604,44.9004518193493,60.642785017971505,51.32377826392138,45.65435901605805,57.28332116512806,Prophet+LSTM+ARIMA,SGP,Singapore,0.3832217931726503,0.2202730947878225,0.5461162636911738,2024,53.919,9.245
2026,52.04501866051405,45.233297219113226,58.61304288249799,49.4938232384485,47.49285362585008,51.49479285104692,53.23338078035712,44.06400405995606,62.402757500758185,51.70431033495843,45.50586303100815,57.780909029200274,Prophet+LSTM+ARIMA,SGP,Singapore,0.4089015182304452,0.24552822391782106,0.565745810368102,2024,53.919,9.245
2027,52.501263214735644,45.81829755557349,59.00127077090606,49.58544165143917,47.58447203884075,51.58641126403759,53.04754506349754,42.10143676368231,63.99365336331277,51.908878286101995,45.33062597841751,58.39565154229062,Prophet+LSTM+ARIMA,SGP,Singapore,0.4345812432882401,0.26844936713472756,0.5978818618181819,2024,53.919,9.245
2028,52.95750776895725,45.74217864489319,59.96270865231409,49.59787572574356,47.596906113145145,51.59884533834198,53.12233442816949,40.88771690981213,65.35695194652685,52.158806422956886,44.99224507818591,59.22030364737425,Prophet+LSTM+ARIMA,SGP,Singapore,0.460260968346035,0.2943489758972844,0.6132701831914098,2024,53.919,9.245
2029,53.415002308258906,47.01475537115282,60.20707196789116,49.65662854103624,47.65565892843782,51.65759815363466,53.09223553672624,39.60690965177473,66.57756142167776,52.39471717357007,45.32301983062955,59.66232587777368,Prophet+LSTM+ARIMA,SGP,Singapore,0.48601104881494706,0.3143609013188334,0.6530325345002317,2024,53.919,9.245
2030,53.871246862480504,47.16301271529131,61.159073542962204,49.694256542115454,47.693286929517036,51.69522615471387,53.10434880002358,38.50686783098675,67.70182976906041,52.63527476677501,45.1315450477716,60.42880075242468,Prophet+LSTM+ARIMA,SGP,Singapore,0.511690773872742,0.35608454141698903,0.6763601279491342,2024,53.919,9.245
2031,54.3274914167021,47.67698189123599,60.727815638049016,49.68483918608655,47.68386957348813,51.68580879868497,53.09947383152225,37.456782163492434,68.74216549955207,52.859823962753254,45.12365387986314,60.470901393583766,Prophet+LSTM+ARIMA,SGP,Singapore,0.5373704989305369,0.38032067456481233,0.6979752691872981,2024,53.919,9.245
2032,54.7837359709237,47.825683373439205,61.84658624847032,49.67977934661684,47.67880973401842,51.68074895921526,53.101435756835485,36.48367413520451,69.71919737846646,53.08717176132493,44.95346265402533,61.27327970865559,Prophet+LSTM+ARIMA,SGP,Singapore,0.5630502239883317,0.40246216893536096,0.7309589202957162,2024,53.919,9.245
2033,55.241230510225364,48.33201597813879,61.79165416656459,49.67811650758392,47.677146894985505,51.67908612018234,53.10064618231133,35.560207535999965,70.6410848286227,53.31530592758649,44.97534659681577,61.47586982048355,Prophet+LSTM+ARIMA,SGP,Singapore,0.5888003044572439,0.4337913702025986,0.7497248864369677,2024,53.919,9.245
2034,55.697475064446955,48.88916078700243,62.36217969399612,49.677347222622075,47.67637761002366,51.67831683522049,53.10096394564564,34.6846802971243,71.51724759416697,53.54331532429041,45.03484487028821,61.979980954344924,Prophet+LSTM+ARIMA,SGP,Singapore,0.6144800295150387,0.45013785872180284,0.7791470849533273,2024,53.919,9.245
2025,0.011834697409446577,0.009124871965983756,0.014535055421401247,0.011025305697809646,0.009233859097700307,0.012816752297918985,0.011,0.007808058991298184,0.014191941008701815,0.011423675129175699,0.0088229155052415,0.014019701037355824,Prophet+LSTM+ARIMA,SHN,Saint Helena,0.3832217931726503,0.2202730947878225,0.5461162636911738,2024,0.011,2.165
