iso_code,country,year,metric,value,z_score,mean,std
GAB,Gabon,1996,renewables_share,78.64424057084608,5.858437522047578,6.1676570431400215,12.371316286116988
GNQ,Equatorial Guinea,1996,renewables_share,90.28697571743928,6.7995447476108435,6.1676570431400215,12.371316286116988
NGA,Nigeria,1996,renewables_share,63.4293780109853,4.628587584661789,6.1676570431400215,12.371316286116988
BHR,Bahrain,1997,co2_per_capita,27.597,3.029069125755667,4.91237089201878,7.4889770309622925
CUW,Curacao,1997,co2_per_capita,30.093,3.3623589715758073,4.91237089201878,7.4889770309622925
KWT,Kuwait,1997,co2_per_capita,31.753,3.5840180837799083,4.91237089201878,7.4889770309622925
QAT,Qatar,1997,co2_per_capita,76.715,9.58777531445506,4.91237089201878,7.4889770309622925
AGO,Angola,1997,renewables_share,72.31805590531353,5.593004970897906,6.067313404454879,11.845285824986975
CMR,Cameroon,1997,renewables_share,45.97508830637665,3.369085009138279,6.067313404454879,11.845285824986975
COG,Congo,1997,renewables_share,60.40157317325605,4.5869944019574485,6.067313404454879,11.845285824986975
GAB,Gabon,1997,renewables_share,77.00379952958205,5.9885837432044555,6.067313404454879,11.845285824986975
GNQ,Equatorial Guinea,1997,renewables_share,84.60759493670886,6.630509613079797,6.067313404454879,11.845285824986975
NGA,Nigeria,1997,renewables_share,58.1950673817813,4.400717276687896,6.067313404454879,11.845285824986975
ARE,United Arab Emirates,1998,co2_per_capita,26.517,3.3368610901236857,4.615276995305165,6.563570497291217
BHR,Bahrain,1998,co2_per_capita,28.583,3.651628791766052,4.615276995305165,6.563570497291217
KWT,Kuwait,1998,co2_per_capita,28.688,3.6676261822173823,4.615276995305165,6.563570497291217
QAT,Qatar,1998,co2_per_capita,63.665,8.996585475704821,4.615276995305165,6.563570497291217
AGO,Angola,1998,renewables_share,76.6971477018107,5.44606181447867,6.2419264508567265,12.936911781582191
CMR,Cameroon,1998,renewables_share,47.2175693281221,3.16734345638817,6.2419264508567265,12.936911781582191
COG,Congo,1998,renewables_share,90.82450245541484,6.538080913945417,6.2419264508567265,12.936911781582191
GAB,Gabon,1998,renewables_share,77.49883774988378,5.508031012507399,6.2419264508567265,12.936911781582191
GNQ,Equatorial Guinea,1998,renewables_share,88.80174291938998,6.381725241882738,6.2419264508567265,12.936911781582191
NGA,Nigeria,1998,renewables_share,57.54939887419212,3.96597528757829,6.2419264508567265,12.936911781582191
BHR,Bahrain,1999,co2_per_capita,27.885,3.633651033540289,4.684248826291079,6.384969541531423
KWT,Kuwait,1999,co2_per_capita,28.992,3.8070269584839322,4.684248826291079,6.384969541531423
QAT,Qatar,1999,co2_per_capita,59.305,8.554582886954263,4.684248826291079,6.384969541531423
AGO,Angola,1999,renewables_share,72.44655581947744,5.178307020155629,6.203067637598699,12.792499155426256
CMR,Cameroon,1999,renewables_share,49.16650699367695,3.3584867846447533,6.203067637598699,12.792499155426256
COG,Congo,1999,renewables_share,90.73033707865169,6.607564981170912,6.203067637598699,12.792499155426256
GAB,Gabon,1999,renewables_share,78.53342201529765,5.654122271098078,6.203067637598699,12.792499155426256
GNQ,Equatorial Guinea,1999,renewables_share,86.89765033851056,6.307960760480743,6.203067637598699,12.792499155426256
